2025-10-17 09:51:21 | INFO     | TradierClient | __init__:37 | Tradier trading disabled - alerts only mode
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:125 | Strategy instances initialized: 3 Overnight Bias, 1 VWAP
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:89 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:94 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:101 | Overnight analysis needed for today - will process on startup
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_symbol_data_handling:78 | IWM Data: {'timestamp': 1760712681.567765, 'price': 245.5, 'volume': 1000, 'symbol': 'IWM'}
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_symbol_data_handling:78 | SPY Data: {'timestamp': 1760712681.5677881, 'price': 443.0, 'volume': 1000, 'symbol': 'SPY'}
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_symbol_data_handling:78 | QQQ Data: {'timestamp': 1760712681.567809, 'price': 380.0, 'volume': 1000, 'symbol': 'QQQ'}
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_symbol_data_handling:84 | ✓ Symbol-specific data handling working
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:204 | ✓ Symbol Data Handling PASSED
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:199 | 
Running Strategy Instances...
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_strategy_instances:94 | Testing Strategy Instances...
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:105 | Initializing strategy instances for multiple symbols
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for SPY
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for QQQ
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:123 | Initialized VWAP strategy for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:125 | Strategy instances initialized: 3 Overnight Bias, 1 VWAP
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:89 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:94 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:101 | Overnight analysis needed for today - will process on startup
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_strategy_instances:107 | IWM Overnight Bias Status: Overnight Bias / 0DTE Execution
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_strategy_instances:107 | SPY Overnight Bias Status: Overnight Bias / 0DTE Execution
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_strategy_instances:107 | QQQ Overnight Bias Status: Overnight Bias / 0DTE Execution
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_strategy_instances:116 | IWM VWAP Components: ['session_vwap', 'five_min_confirmation', 'position_sizing', 'hard_invalidation']
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_strategy_instances:118 | ✓ Strategy instances working for all symbols
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:204 | ✓ Strategy Instances PASSED
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:199 | 
Running Overnight Analysis Simulation...
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_overnight_analysis_simulation:128 | Testing Overnight Analysis Simulation...
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:105 | Initializing strategy instances for multiple symbols
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for SPY
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for QQQ
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:123 | Initialized VWAP strategy for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:125 | Strategy instances initialized: 3 Overnight Bias, 1 VWAP
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:89 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:94 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:101 | Overnight analysis needed for today - will process on startup
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_overnight_analysis_simulation:135 | Simulating overnight analysis for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _process_overnight_analysis_for_symbol:378 | Processing overnight analysis for IWM
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_overnight_analysis_simulation:135 | Simulating overnight analysis for SPY
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _process_overnight_analysis_for_symbol:378 | Processing overnight analysis for SPY
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_overnight_analysis_simulation:135 | Simulating overnight analysis for QQQ
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _process_overnight_analysis_for_symbol:378 | Processing overnight analysis for QQQ
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_overnight_analysis_simulation:140 | ✓ Overnight analysis simulation completed
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:204 | ✓ Overnight Analysis Simulation PASSED
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:199 | 
Running Position Tracking...
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:150 | Testing Position Tracking...
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:105 | Initializing strategy instances for multiple symbols
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for SPY
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:111 | Initialized Overnight Bias strategy for QQQ
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:123 | Initialized VWAP strategy for IWM
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:125 | Strategy instances initialized: 3 Overnight Bias, 1 VWAP
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:89 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:94 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:51:21 | INFO     | MultiStrategyOrchestrator | __init__:101 | Overnight analysis needed for today - will process on startup
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:165 | Added position 1: {'strategy': 'overnight_bias', 'symbol': 'IWM', 'bias': 'calls'}
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:165 | Added position 2: {'strategy': 'overnight_bias', 'symbol': 'SPY', 'bias': 'puts'}
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:165 | Added position 3: {'strategy': 'vwap', 'symbol': 'IWM', 'bias': 'calls'}
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:168 | Total positions: 3
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:172 | Active positions in status: 3
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | test_position_tracking:174 | ✓ Position tracking working across symbols
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:204 | ✓ Position Tracking PASSED
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:212 | 
============================================================
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:213 | MIYAGI MULTI-SYMBOL TEST SUMMARY
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:214 | ============================================================
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:221 | Configuration: PASS
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:221 | Orchestrator Initialization: PASS
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:221 | Symbol Data Handling: PASS
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:221 | Strategy Instances: PASS
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:221 | Overnight Analysis Simulation: PASS
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:221 | Position Tracking: PASS
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:223 | 
Overall: 6/6 tests passed
2025-10-17 09:51:21 | INFO     | TestMultiSymbol | main:226 | 🎉 All Miyagi multi-symbol tests passed! System is ready for multi-symbol trading.
2025-10-17 09:54:28 | INFO     | TradierClient | __init__:37 | Tradier trading disabled - alerts only mode
2025-10-17 09:54:28 | INFO     | SilentTradier | __init__:41 | Silent Tradier executor disabled - alerts only mode
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:184 | Starting Miyagi Multi-Symbol Multi-Strategy Tests
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:185 | ============================================================
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:199 | 
Running Configuration...
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_configuration:18 | Testing Multi-Symbol Configuration...
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_configuration:21 | Overnight Bias Symbols: ['SPY', 'IWM', 'QQQ']
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_configuration:22 | VWAP Strategy Symbols: ['SPY', 'IWM']
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_configuration:23 | Enable VWAP Strategy: True
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_configuration:24 | Enable Overnight Bias Strategy: True
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_configuration:35 | ✓ Multi-symbol configuration valid
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:204 | ✓ Configuration PASSED
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:199 | 
Running Orchestrator Initialization...
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_orchestrator_initialization:41 | Testing Multi-Strategy Orchestrator Initialization...
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:114 | Initializing strategy instances for multiple symbols
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for SPY (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for IWM (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for QQQ (tier1)
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:139 | Initialized VWAP strategy for SPY
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:139 | Initialized VWAP strategy for IWM
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:141 | Strategy instances initialized: 3 Overnight Bias, 2 VWAP
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:98 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:103 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:110 | Overnight analysis needed for today - will process on startup
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_orchestrator_initialization:48 | Overnight Bias Instances: ['SPY', 'IWM', 'QQQ']
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_orchestrator_initialization:49 | VWAP Instances: ['SPY', 'IWM']
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_orchestrator_initialization:52 | Active Strategies: {'vwap': True, 'overnight_bias': True}
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_orchestrator_initialization:56 | Strategy Status: {'strategy_active': False, 'active_strategies': {'vwap': True, 'overnight_bias': True}, 'overnight_bias_symbols': ['SPY', 'IWM', 'QQQ'], 'vwap_strategy_symbols': ['SPY', 'IWM'], 'current_bias': None, 'trigger_levels': (0.0, 0.0), 'entry_window_active': False, 'active_positions': 0, 'daily_pnl': 0.0, 'position_summary': {'total_positions': 0, 'available_cash': 4666.666666666666, 'total_risk': 0, 'daily_pnl': 0.0, 'max_daily_loss': 700.0, 'positions': []}, 'invalidation_status': {'consecutive_closes_inside': 0, 'consecutive_closes_across_vwap': 0, 'current_vwap': 0.0, 'vwap_side': None, 'active_positions': 0, 'max_consecutive_closes': 2}, 'overnight_bias_statuses': {'SPY': {'strategy_name': 'Overnight Bias / 0DTE Execution', 'current_bias': None, 'bias_confidence': 0.0, 'overnight_high': None, 'overnight_low': None, 'current_ema20': 0.0, 'active_positions': 0, 'daily_pnl': 0.0, 'overnight_processed': False}, 'IWM': {'strategy_name': 'Overnight Bias / 0DTE Execution', 'current_bias': None, 'bias_confidence': 0.0, 'overnight_high': None, 'overnight_low': None, 'current_ema20': 0.0, 'active_positions': 0, 'daily_pnl': 0.0, 'overnight_processed': False}, 'QQQ': {'strategy_name': 'Overnight Bias / 0DTE Execution', 'current_bias': None, 'bias_confidence': 0.0, 'overnight_high': None, 'overnight_low': None, 'current_ema20': 0.0, 'active_positions': 0, 'daily_pnl': 0.0, 'overnight_processed': False}}}
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_orchestrator_initialization:58 | ✓ Multi-strategy orchestrator initialized successfully
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:204 | ✓ Orchestrator Initialization PASSED
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:199 | 
Running Symbol Data Handling...
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_symbol_data_handling:68 | Testing Symbol-Specific Data Handling...
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:114 | Initializing strategy instances for multiple symbols
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for SPY (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for IWM (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for QQQ (tier1)
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:139 | Initialized VWAP strategy for SPY
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:139 | Initialized VWAP strategy for IWM
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:141 | Strategy instances initialized: 3 Overnight Bias, 2 VWAP
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:98 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:103 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:110 | Overnight analysis needed for today - will process on startup
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_symbol_data_handling:78 | IWM Data: {'timestamp': 1760712868.369303, 'price': 245.5, 'volume': 1000, 'symbol': 'IWM'}
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_symbol_data_handling:78 | SPY Data: {'timestamp': 1760712868.3693252, 'price': 443.0, 'volume': 1000, 'symbol': 'SPY'}
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_symbol_data_handling:78 | QQQ Data: {'timestamp': 1760712868.3693461, 'price': 380.0, 'volume': 1000, 'symbol': 'QQQ'}
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_symbol_data_handling:84 | ✓ Symbol-specific data handling working
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:204 | ✓ Symbol Data Handling PASSED
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:199 | 
Running Strategy Instances...
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:94 | Testing Strategy Instances...
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:114 | Initializing strategy instances for multiple symbols
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for SPY (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for IWM (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for QQQ (tier1)
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:139 | Initialized VWAP strategy for SPY
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:139 | Initialized VWAP strategy for IWM
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:141 | Strategy instances initialized: 3 Overnight Bias, 2 VWAP
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:98 | Daily reset check: current_date=2025-10-17, has_last_date=False, last_date=None
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:103 | New day detected - resetting overnight analysis flag for 2025-10-17
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | __init__:110 | Overnight analysis needed for today - will process on startup
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:107 | SPY Overnight Bias Status: Overnight Bias / 0DTE Execution
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:107 | IWM Overnight Bias Status: Overnight Bias / 0DTE Execution
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:107 | QQQ Overnight Bias Status: Overnight Bias / 0DTE Execution
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:116 | SPY VWAP Components: ['session_vwap', 'five_min_confirmation', 'position_sizing', 'hard_invalidation']
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:116 | IWM VWAP Components: ['session_vwap', 'five_min_confirmation', 'position_sizing', 'hard_invalidation']
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_strategy_instances:118 | ✓ Strategy instances working for all symbols
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:204 | ✓ Strategy Instances PASSED
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | main:199 | 
Running Overnight Analysis Simulation...
2025-10-17 09:54:28 | INFO     | TestMultiSymbol | test_overnight_analysis_simulation:128 | Testing Overnight Analysis Simulation...
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:114 | Initializing strategy instances for multiple symbols
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
2025-10-17 09:54:28 | INFO     | MultiStrategyOrchestrator | _initialize_strategy_instances:127 | Initialized Overnight Bias strategy for SPY (tier1)
2025-10-17 09:54:28 | INFO     | OvernightBiasStrategy | set_tier_controls:526 | Set tier controls for tier1: {'max_positions': 2, 'position_size_multiplier': 1.0, 'time_stop_minutes': 45}
